name,category,author,price,img_paths
Mapping Experiences,Computing,James Kalbach,26.96,dataset/Computing/0000143.jpg
"Artificial Intelligence: A Modern Approach, Global Edition",Computing,Stuart Russell,97.82,dataset/Computing/0000144.jpg
How To Do Nothing,Computing,Jenny Odell,19.24,dataset/Computing/0000145.jpg
The Second Machine Age,Computing,Erik Brynjolfsson,14.53,dataset/Computing/0000146.jpg
"Python Programming for the Absolute Beginner, Third Edition",Computing,Michael Dawson,23.84,dataset/Computing/0000147.jpg
Art of Pixar: 25th Anniv,Computing,Amid Amidi,48.97,dataset/Computing/0000148.jpg
The Cyber Effect,Computing,Mary Aiken,9.52,dataset/Computing/0000149.jpg
Permanent Record,Computing,Edward Snowden,21.42,dataset/Computing/0000150.jpg
Lean Enterprise,Computing,Jez Humble,26.65,dataset/Computing/0000151.jpg
The Sketchnote Handbook,Computing,Mike Rohde,22.39,dataset/Computing/0000152.jpg
Ten Arguments For Deleting Your Social Media Accounts Right Now,Computing,Jaron Lanier,11.12,dataset/Computing/0000153.jpg
Managing successful projects with PRINCE2,Computing,Nigel Bennett,93.07,dataset/Computing/0000154.jpg
Practical Statistics for Data Scientists,Computing,Peter Bruce,24.56,dataset/Computing/0000155.jpg
Deep Learning with Python,Computing,Francois Chollet,32.57,dataset/Computing/0000156.jpg
Adobe Photoshop CS6 Classroom in a Book,Computing,Adobe Creative Team,33.58,dataset/Computing/0000157.jpg
ZAG,Computing,Marty Neumeier,15.73,dataset/Computing/0000158.jpg
"HBR's 10 Must Reads on Change Management (including featured article ""Leading Change,"" by John P. Kotter)",Computing,Harvard Business Review,19.66,dataset/Computing/0000159.jpg
The Elder Scrolls: The Official Cookbook,Computing,Chelsea Monroe-cassel,26.61,dataset/Computing/0000160.jpg
The Long and the Short of It (International edition),Computing,John Kay,9.25,dataset/Computing/0000161.jpg
World of Warcraft: Thrall: Twilight of the Aspects,Computing,Christie Golden,8.57,dataset/Computing/0000162.jpg
How NOT to Write a Novel,Computing,Howard Mittelmark,9.89,dataset/Computing/0000163.jpg
Essential Scrum,Computing,Kenneth S. Rubin,31.47,dataset/Computing/0000164.jpg
Computer Science Distilled,Computing,Wladston Ferreira Filho,14.53,dataset/Computing/0000165.jpg
"The Art of Computer Programming, Volumes 1-4A Boxed Set",Computing,Donald E. Knuth,172.21,dataset/Computing/0000166.jpg
You Don't Know JS - Up & Going,Computing,Kyle Simpson,7.55,dataset/Computing/0000167.jpg
Learn Python the Hard Way,Computing,Zed A. Shaw,24.34,dataset/Computing/0000168.jpg
Introduction to Machine Learning with Python,Computing,Sarah Guido,39.41,dataset/Computing/0000169.jpg
The Art Of Dragon Age: Inquisition,Computing,Bioware,32.1,dataset/Computing/0000170.jpg
Hello World,Computing,Hannah Fry,9.62,dataset/Computing/0000171.jpg
The Information,Computing,James Gleick,13.65,dataset/Computing/0000172.jpg
JavaScript: The Definitive Guide,Computing,David Flanagan,35.36,dataset/Computing/0000173.jpg
The Art Of God Of War,Computing,Sony Computer Entertainment,32.49,dataset/Computing/0000174.jpg
Deep Medicine,Computing,Eric Topol,22.4,dataset/Computing/0000175.jpg
The Cuckoo's Egg,Computing,Cliff Stoll,15.79,dataset/Computing/0000176.jpg
How to Build a Billion Dollar App,Computing,George Berkowski,14.66,dataset/Computing/0000177.jpg
Understanding Close-Up Photography,Computing,Bryan Peterson,18.63,dataset/Computing/0000178.jpg
Diablo III: Book of Tyrael,Computing,Blizzard Entertainment,45.08,dataset/Computing/0000179.jpg
The Lego Mindstorms Ev3 Idea Book,Computing,Yoshihito Isogawa,20.87,dataset/Computing/0000180.jpg
Algorithms to Live by,Computing,Brian Christian,16.34,dataset/Computing/0000181.jpg
User Stories Applied,Computing,Mike Cohn,32.13,dataset/Computing/0000182.jpg
Dungeons & Dragons Guildmasters' Guide to Ravnica (D&d/Magic: The Gathering Adventure Book and Campaign Setting),Computing,Wizards RPG Team,30.98,dataset/Computing/0000183.jpg
Enterprise Integration Patterns,Computing,Gregor Hohpe,32.95,dataset/Computing/0000184.jpg
"Legend Of Zelda, The: Breath Of The Wild - Creating A Champion",Computing,Nintendo,51.65,dataset/Computing/0000185.jpg
"Growing Object-Oriented Software, Guided by Tests",Computing,Steve Freeman,38.8,dataset/Computing/0000186.jpg
The Fourth Industrial Revolution,Computing,Klaus Schwab,14.28,dataset/Computing/0000187.jpg
How to Disappear,Computing,Frank M. Ahearn,12.22,dataset/Computing/0000188.jpg
Java Concurrency in Practice,Computing,Brian F. Goetz,35.92,dataset/Computing/0000189.jpg
Information Dashboard Design,Computing,Stephen Few,29.17,dataset/Computing/0000190.jpg
The Lego Technic Idea Book: Fantastic Contraptions,Computing,Yoshihito Isogawa,16.95,dataset/Computing/0000191.jpg
Programming,Computing,Bjarne Stroustrup,47.56,dataset/Computing/0000192.jpg
Overwatch: Anthology Volume 1,Computing,Blizzard Entertainment,18.32,dataset/Computing/0000193.jpg
The Art Of Overwatch,Computing,Blizzard Entertainment,54.53,dataset/Computing/0000194.jpg
The World of Karl Pilkington,Computing,Karl Pilkington,9.73,dataset/Computing/0000195.jpg
"Legend Of Zelda, The: Breath Of The Wild - Creating A Champion Hero's Edition",Computing,Nintendo,86.0,dataset/Computing/0000196.jpg
"Diffusion of Innovations, 5th Edition",Computing,Everett M. Rogers,22.24,dataset/Computing/0000197.jpg
Black Hat Python,Computing,Justin Seitz,25.48,dataset/Computing/0000198.jpg
The Future of the Professions,Computing,Richard E. Susskind,17.59,dataset/Computing/0000199.jpg
You Don't Know JS : Scope and Closures,Computing,Kyle Simpson,13.44,dataset/Computing/0000200.jpg
Adobe Photoshop CC Classroom in a Book,Computing,Andrew Faulkner,32.3,dataset/Computing/0000201.jpg
Implementing Domain-Driven Design,Computing,Vaughn Vernon,41.46,dataset/Computing/0000202.jpg
"Eloquent Javascript, 3rd Edition",Computing,Marijn Haverbeke,29.34,dataset/Computing/0000203.jpg
Agile Estimating and Planning,Computing,Mike Cohn,33.63,dataset/Computing/0000204.jpg
The Elements of Computing Systems,Computing,Noam Nisan,33.25,dataset/Computing/0000205.jpg
Beginners Guide to Digital Painting in Photoshop Vol 1,Computing,Nykolai Aleksander,29.84,dataset/Computing/0000206.jpg
Hashtag Authentic,Computing,Sara Tasker,16.8,dataset/Computing/0000207.jpg
Our Final Invention,Computing,James Barrat,14.63,dataset/Computing/0000208.jpg
How to Create a Mind,Computing,Ray Kurzweil,14.57,dataset/Computing/0000209.jpg
Agile Retrospectives - Making Good Teams Great,Computing,Esther Derby,17.59,dataset/Computing/0000210.jpg
How to Break Up With Your Phone,Computing,Catherine Price,10.88,dataset/Computing/0000211.jpg
How to Photograph Absolutely Everything,Computing,Tom Ang,25.21,dataset/Computing/0000212.jpg
The Emperor's New Mind,Computing,Roger Penrose,11.49,dataset/Computing/0000213.jpg
The Definitive Guide to DAX,Computing,Marco Russo,46.22,dataset/Computing/0000214.jpg
Game Programming Patterns,Computing,Robert Nystrom,33.45,dataset/Computing/0000215.jpg
About Face,Computing,Alan Cooper,36.01,dataset/Computing/0000216.jpg
UX Bites - Small bites of information about User Experience Design,Computing,Gabriel Kirmaier,40.92,dataset/Computing/0000217.jpg
Grokking Algorithms,Computing,Aditya Y. Bhargava,28.32,dataset/Computing/0000218.jpg
"SQL in 10 Minutes, Sams Teach Yourself",Computing,Ben Forta,18.73,dataset/Computing/0000219.jpg
The Lego Technic Idea Book: Wheeled Wonders,Computing,Yoshihito Isogawa,16.51,dataset/Computing/0000220.jpg
Reality is Broken,Computing,Jane McGonigal,12.92,dataset/Computing/0000221.jpg
Why Does Asparagus Make Your Wee Smell?,Computing,Andy Brunning,6.39,dataset/Computing/0000222.jpg
Prediction Machines,Computing,A. Agrawal,22.06,dataset/Computing/0000223.jpg
The Code Book,Computing,Dr. Simon Singh,15.81,dataset/Computing/0000224.jpg
The Sky: The Art of Final Fantasy,Computing,Yoshitaka Amano,88.77,dataset/Computing/0000225.jpg
Countdown To Zero Day,Computing,Kim Zetter,12.24,dataset/Computing/0000226.jpg
Management 3.0,Computing,Jurgen Appelo,33.34,dataset/Computing/0000227.jpg
The Skyrim Library,Computing,Bethesda Softworks,56.27,dataset/Computing/0000228.jpg
Cambridge IGCSE Computer Science,Computing,David Watson,29.81,dataset/Computing/0000229.jpg
The Elements of User Experience,Computing,Jessie James Garrett,36.9,dataset/Computing/0000230.jpg
"Blog Inc Blogging for Passion, Profit, and to Create Community",Computing,Joy Deangdeelert Cho,12.42,dataset/Computing/0000231.jpg
"Dungeons & Dragons Waterdeep: Dungeon of the Mad Mage (Adventure Book, D&d Roleplaying Game)",Computing,Wizards RPG Team,31.98,dataset/Computing/0000232.jpg
Data Smart,Computing,John W. Foreman,25.53,dataset/Computing/0000233.jpg
Platform,Computing,Michael Hyatt,14.5,dataset/Computing/0000234.jpg
The Art of Game Design,Computing,Jesse Schell,49.75,dataset/Computing/0000235.jpg
Army of None,Computing,Paul Scharre,16.97,dataset/Computing/0000236.jpg
Beginner's Guide to Digital Painting: Characters,Computing,3dtotal Team,30.4,dataset/Computing/0000237.jpg
The Soul of a New Machine,Computing,Tracy Kidder,13.64,dataset/Computing/0000238.jpg
Web Analytics 2.0,Computing,Avinash Kaushik,26.15,dataset/Computing/0000239.jpg
Dragon Age: The World Of Thedas Volume 2,Computing,Bioware,48.38,dataset/Computing/0000240.jpg
The Annotated Turing,Computing,Charles Petzold,19.46,dataset/Computing/0000241.jpg
Introduction to Information Science,Computing,David Bawden,69.33,dataset/Computing/0000242.jpg
Functional Programming in Scala,Computing,Paul Chiusano,24.03,dataset/Computing/0000243.jpg
Gaslands,Computing,Mike Hutchinson,16.59,dataset/Computing/0000244.jpg
The Death of Expertise,Computing,Tom Nichols,10.11,dataset/Computing/0000245.jpg
Tom Clancy's The Division,Computing,Ubisoft Entertainment,16.91,dataset/Computing/0000246.jpg
Theory of Fun for Game Design,Computing,Raph Koster,24.39,dataset/Computing/0000247.jpg
The Photographer's Eye Remastered 10th Anniversary,Computing,Michael Freeman,19.12,dataset/Computing/0000248.jpg
Python Cookbook: No. 3,Computing,David Beazley,33.24,dataset/Computing/0000249.jpg
Super Mario Encyclopedia,Computing,Nintendo,27.27,dataset/Computing/0000250.jpg
The Art Of Fallout 4,Computing,Bethesda Softworks,54.83,dataset/Computing/0000251.jpg
The Technological Society,Computing,Jacques Ellul,14.43,dataset/Computing/0000252.jpg
The Lego Boost Idea Book,Computing,Yoshihito Isogawa,20.69,dataset/Computing/0000253.jpg
Automating Inequality,Computing,Virginia Eubanks,16.98,dataset/Computing/0000254.jpg
Read This if You Want to Be Instagram Famous,Computing,Henry Carroll,9.94,dataset/Computing/0000255.jpg
Impact Mapping,Computing,Gojko Adzic,13.1,dataset/Computing/0000256.jpg
The Model Thinker,Computing,Scott E. Page,21.85,dataset/Computing/0000257.jpg
Product Roadmaps Relaunched,Computing,C. Todd Lombardo,22.21,dataset/Computing/0000258.jpg
Excel 2016 Bible,Computing,John Walkenbach,49.11,dataset/Computing/0000259.jpg
Practical Malware Analysis,Computing,Michael Sikorski,42.72,dataset/Computing/0000260.jpg
iGen,Computing,Jean M. Twenge,10.08,dataset/Computing/0000261.jpg
Hello World,Computing,Hannah Fry,17.47,dataset/Computing/0000262.jpg
Horizon Zero Dawn Collectors Edition Guide,Computing,Future Press,65.98,dataset/Computing/0000263.jpg
You Don't Know JS - ES6 & Beyond,Computing,Kyle Simpson,16.4,dataset/Computing/0000264.jpg
Coding All-in-One For Dummies,Computing,Nikhil Abraham,26.16,dataset/Computing/0000265.jpg
Speculative Everything,Computing,Anthony Dunne,24.06,dataset/Computing/0000266.jpg
The Adobe Photoshop Lightroom CC Book for Digital Photographers,Computing,Scott Kelby,39.55,dataset/Computing/0000267.jpg
You Don't Know JS - This & Object Prototypes,Computing,Kyle Simpson,15.13,dataset/Computing/0000268.jpg
The Algorithm Design Manual,Computing,Steve S. Skiena,63.62,dataset/Computing/0000269.jpg
On the Future,Computing,Martin Rees,12.59,dataset/Computing/0000270.jpg
Making Things Happen,Computing,Scott Berkun,28.07,dataset/Computing/0000271.jpg
UX Strategy,Computing,Jaime Levy,20.15,dataset/Computing/0000272.jpg
The Art of How to Train Your Dragon,Computing,Linda Sunshine,28.5,dataset/Computing/0000273.jpg
The Hacker Playbook 2,Computing,Peter Kim,27.37,dataset/Computing/0000274.jpg
ITIL foundation handbook,Computing,Stationery Office,13.2,dataset/Computing/0000275.jpg
Advances in Financial Machine Learning,Computing,Marcos Lopez de Prado,26.83,dataset/Computing/0000276.jpg
"Work for Money, Design for Love",Computing,David Airey,22.34,dataset/Computing/0000277.jpg
The Second Machine Age,Computing,Erik Brynjolfsson,17.06,dataset/Computing/0000278.jpg
UNIX and Linux System Administration Handbook,Computing,Evi Nemeth,40.98,dataset/Computing/0000279.jpg
Terraria: Hardmode Survival Handbook,Computing,,8.97,dataset/Computing/0000280.jpg
Agile Testing,Computing,Lisa Crispin,37.28,dataset/Computing/0000281.jpg
"Windows 7 For Dummies, Book + DVD Bundle",Computing,Andy Rathbone,26.83,dataset/Computing/0000282.jpg
"How Linux Works, 2nd Edition",Computing,Brian Ward,25.11,dataset/Computing/0000283.jpg
Cracking the PM Interview,Computing,Gayle Laakmann McDowell,22.13,dataset/Computing/0000284.jpg
We have been harmonised,Computing,Kai Strittmatter,10.86,dataset/Computing/0000285.jpg
Drawn to Life: 20 Golden Years of Disney Master Classes,Computing,Walt Stanchfield,29.27,dataset/Computing/0000286.jpg
World of Warcraft: The Official Cookbook,Computing,Chelsea Monroe-cassel,25.29,dataset/Computing/0000287.jpg
Vargic's Miscellany of Curious Maps,Computing,Martin Vargic,33.08,dataset/Computing/0000288.jpg
Business Analysis,Computing,James Cadle,35.66,dataset/Computing/0000289.jpg
The Art of Intrusion,Computing,Kevin D. Mitnick,11.43,dataset/Computing/0000290.jpg
Excel 2016 All-in-One For Dummies,Computing,Greg Harvey,26.21,dataset/Computing/0000291.jpg
Reinforcement Learning,Computing,Richard S. Sutton,64.33,dataset/Computing/0000292.jpg
The Big Nine,Computing,Amy Webb,14.06,dataset/Computing/0000293.jpg
The Wall Street Journal Guide to Information Graphics,Computing,Dona M. Wong,19.76,dataset/Computing/0000294.jpg
Excel 2010 For Dummies,Computing,Greg Harvey,16.8,dataset/Computing/0000295.jpg
Subscribed,Computing,Tien Tzuo,15.11,dataset/Computing/0000296.jpg
Forbidden Lego,Computing,Ulrik Pilegaard,20.01,dataset/Computing/0000297.jpg
Power Pivot and Power Bi,Computing,Rob Collie,26.41,dataset/Computing/0000298.jpg
CCNA Routing and Switching 200-125 Official Cert Guide Library,Computing,Wendell Odom,60.67,dataset/Computing/0000299.jpg
AWS Certified Solutions Architect Official Study Guide,Computing,John Stamper,38.55,dataset/Computing/0000300.jpg
"Light It, Shoot It, Retouch It",Computing,Scott Kelby,31.14,dataset/Computing/0000301.jpg
Blockchain Basics,Computing,Daniel Drescher,51.72,dataset/Computing/0000302.jpg
The Web Designer's Idea Book Volume 2,Computing,Patrick McNeil,19.78,dataset/Computing/0000303.jpg
Agile Product Management with Scrum,Computing,Roman Pichler,27.99,dataset/Computing/0000304.jpg
Hackers & Painters,Computing,Paul Graham,14.87,dataset/Computing/0000305.jpg
Getting Started with Arduino,Computing,Massimo Banzi,14.32,dataset/Computing/0000306.jpg
Machine Learning,Computing,Kevin P. Murphy,97.86,dataset/Computing/0000307.jpg
ITIL Foundation Exam Study Guide,Computing,Liz Gallacher,22.76,dataset/Computing/0000308.jpg
The Lego Animation Book,Computing,David Pagano,13.98,dataset/Computing/0000309.jpg
To Pixar and Beyond,Computing,Lawrence Levy,9.57,dataset/Computing/0000310.jpg
Dragon Age: Hard In Hightown,Computing,V. Tethras,16.41,dataset/Computing/0000311.jpg
R Cookbook,Computing,Paul Teetor,34.59,dataset/Computing/0000312.jpg
Bryan Peterson's Understanding Photography Field Guide,Computing,Bryan Peterson,19.88,dataset/Computing/0000313.jpg
Dream Worlds: Production Design for Animation,Computing,Hans Bacher,32.03,dataset/Computing/0000314.jpg
The Systems View of Life,Computing,Fritjof Capra,24.0,dataset/Computing/0000315.jpg
You Don't Know JS - Async & Performance,Computing,Kyle Simpson,18.33,dataset/Computing/0000316.jpg
Founders at Work,Computing,Jessica Livingston,22.46,dataset/Computing/0000317.jpg
"Art of DreamWorks Animation, The",Computing,Ramin Zahed,71.46,dataset/Computing/0000318.jpg
Succeeding with Agile,Computing,Mike Cohn,32.92,dataset/Computing/0000319.jpg
Digital Painting Techniques,Computing,3DTotal.com,42.14,dataset/Computing/0000320.jpg
Darkest Web,Computing,Eileen Ormsby,14.56,dataset/Computing/0000321.jpg
Data and Goliath,Computing,Bruce Schneier,11.74,dataset/Computing/0000322.jpg
Assassin's Creed Odyssey,Computing,Tim Bogenn,19.36,dataset/Computing/0000323.jpg
Internet Password Logbook (Cognac Leatherette),Computing,Editors of Rock Point,6.12,dataset/Computing/0000324.jpg
You Don't Know JS - Types & Grammar,Computing,Kyle Simpson,15.29,dataset/Computing/0000325.jpg
Terraria: The Ultimate Survival Handbook,Computing,Unknown,8.99,dataset/Computing/0000326.jpg
Life After Google,Computing,George Gilder,23.51,dataset/Computing/0000327.jpg
Cryptoassets: The Innovative Investor's Guide to Bitcoin and Beyond,Computing,Chris Burniske,24.61,dataset/Computing/0000328.jpg
On Intelligence,Computing,Jeff Hawkins,15.23,dataset/Computing/0000329.jpg
Coders at Work,Computing,Peter Seibel,26.04,dataset/Computing/0000330.jpg
The Visual Story,Computing,Bruce A. Block,33.42,dataset/Computing/0000331.jpg
CCNA Routing and Switching Complete Study Guide,Computing,Todd Lammle,32.18,dataset/Computing/0000332.jpg
Algorithms,Computing,Robert Sedgewick,73.41,dataset/Computing/0000333.jpg
Digital Photography Complete Course,Computing,DK,24.0,dataset/Computing/0000334.jpg
A Tour of C++,Computing,Bjarne Stroustrup,28.7,dataset/Computing/0000335.jpg
Design for How People Learn,Computing,Julie Dirksen,27.6,dataset/Computing/0000336.jpg
"CCENT/CCNA ICND1 100-105 Official Cert Guide, Academic Edition",Computing,Wendell Odom,42.85,dataset/Computing/0000337.jpg
The Perfect Weapon,Computing,David E. Sanger,15.99,dataset/Computing/0000338.jpg
Super Scratch Programming Adventure (covers Version 2),Computing,The Lead Project,18.84,dataset/Computing/0000339.jpg
How to Speak Emoji,Computing,Fred Benenson,11.21,dataset/Computing/0000340.jpg
The Sketchnote Handbook Video Edition,Computing,Mike Rohde,27.92,dataset/Computing/0000341.jpg
"Terraria Tips, Hints, Cheats, Strategy and Walk-Through",Computing,Maple Tree Books,11.12,dataset/Computing/0000342.jpg
Art Of Metal Gear Solid I-iv,Computing,Y. Shinkawa,83.88,dataset/Computing/0000343.jpg
Accelerated C++,Computing,Andrew Koenig,38.85,dataset/Computing/0000344.jpg
Querying Microsoft (R) SQL Server (R) 2012,Computing,Dejan Sarka,41.5,dataset/Computing/0000345.jpg
Excel 2010 Bible,Computing,John Walkenbach,30.38,dataset/Computing/0000346.jpg
"C# in Depth, 4E",Computing,Jon Skeet,35.71,dataset/Computing/0000347.jpg
Arduino Cookbook,Computing,Michael Margolis,36.93,dataset/Computing/0000348.jpg
Release It! Design and Deploy Production-Ready Software,Computing,Michael T. Nygard,33.03,dataset/Computing/0000349.jpg
"Machine, Platform, Crowd",Computing,Andrew McAfee,20.8,dataset/Computing/0000350.jpg
The Future of the Professions,Computing,Daniel Susskind,11.58,dataset/Computing/0000351.jpg
Dark Souls Remastered Collector's Edition Guide,Computing,Future Press,30.58,dataset/Computing/0000352.jpg
Make: Analog Synthesizers,Computing,Ray Wilson,17.17,dataset/Computing/0000353.jpg
New Power,Computing,Jeremy Heimans,16.16,dataset/Computing/0000354.jpg
Console Wars,Computing,Blake J Harris,14.68,dataset/Computing/0000355.jpg
"Think Python, 2e",Computing,Allen B. Downey,30.58,dataset/Computing/0000356.jpg
Managing Humans,Computing,Michael Lopp,25.74,dataset/Computing/0000357.jpg
A Beginner's Guide To Day Trading Online 2nd Edition,Computing,Toni Turner,10.99,dataset/Computing/0000358.jpg
Xero For Dummies,Computing,Heather Smith,35.35,dataset/Computing/0000359.jpg
Stranger Things: Darkness on the Edge of Town,Computing,Adam Christopher,17.42,dataset/Computing/0000360.jpg
You Are Not A Gadget,Computing,Jaron Lanier,9.75,dataset/Computing/0000361.jpg
Learn You A Haskell For Great Good,Computing,Miran Lipovaca,33.57,dataset/Computing/0000362.jpg
Thing Explainer,Computing,Randall Munroe,18.46,dataset/Computing/0000363.jpg
The Big Book of Dashboards,Computing,Steve Wexler,34.92,dataset/Computing/0000364.jpg
OCA / OCP Java SE 8 Programmer Certification Kit,Computing,Jeanne Boyarsky,57.6,dataset/Computing/0000365.jpg
Dark Souls II: Design Works,Computing,From Software,45.94,dataset/Computing/0000366.jpg
R For Dummies,Computing,Andrie de Vries,19.34,dataset/Computing/0000367.jpg
Excel 2016 Power Programming with VBA,Computing,Michael Alexander,30.04,dataset/Computing/0000368.jpg
The Ultimate Guide To Video Game Writing And Design,Computing,Flint Dille,12.26,dataset/Computing/0000369.jpg
Glow Kids,Computing,Nicholas Kardaras,14.83,dataset/Computing/0000370.jpg
Dark Souls III: Design Works,Computing,Various,55.48,dataset/Computing/0000371.jpg
Sketching from the Imagination: Dark Arts,Computing,3dtotal Publishing,22.92,dataset/Computing/0000372.jpg
Introduction to Computation and Programming Using Python,Computing,John V. Guttag,39.02,dataset/Computing/0000373.jpg
The Art Of Dishonored 2,Computing,Bethesda Games,42.5,dataset/Computing/0000374.jpg
Troll Hunting,Computing,Ginger Gorman,14.64,dataset/Computing/0000375.jpg
Pragmatic Thinking and Learning,Computing,Andy Hunt,21.84,dataset/Computing/0000376.jpg
Content Strategy for the Web,Computing,Kristina Halvorson,27.48,dataset/Computing/0000377.jpg
Super Famicom: The Box Art Collection,Computing,Bitmap Books,46.44,dataset/Computing/0000378.jpg
SCJP Sun Certified Programmer for Java 6 Study Guide,Computing,Kathy Sierra,32.33,dataset/Computing/0000379.jpg
How to See the World,Computing,Nicholas Mirzoeff,9.9,dataset/Computing/0000380.jpg
The Art of Destiny,Computing,Bungie,24.21,dataset/Computing/0000381.jpg
Level Up! The Guide to Great Video Game Design,Computing,Scott Rogers,23.73,dataset/Computing/0000382.jpg
Pokemon Ultra Sun & Pokemon Ultra Moon: The Official Alola Region Strategy Guide,Computing,,24.65,dataset/Computing/0000383.jpg
The Art of Magic: The Gathering - Ravnica,Computing,James Wyatt,27.88,dataset/Computing/0000384.jpg
MYOB Software for Dummies - Australia,Computing,Veechi Curtis,31.96,dataset/Computing/0000385.jpg
JavaScript Patterns,Computing,Stoyan Stefanov,19.96,dataset/Computing/0000386.jpg
Kanban,Computing,David J. Anderson,36.41,dataset/Computing/0000387.jpg
"Programming Arduino: Getting Started with Sketches, Second Edition",Computing,Simon Monk,12.79,dataset/Computing/0000388.jpg
Linux Kernel Development,Computing,Robert Love,30.78,dataset/Computing/0000389.jpg
Cybersecurity and Cyberwar,Computing,Peter W. Singer,10.66,dataset/Computing/0000390.jpg
Coding For Dummies,Computing,Nikhil Abraham,18.84,dataset/Computing/0000391.jpg
Soft Skills:The software developer's life manual,Computing,John Z. Sonmez,26.04,dataset/Computing/0000392.jpg
PRINCE2 Study Guide,Computing,David Hinde,49.94,dataset/Computing/0000393.jpg
Nier: Automata World Guide Volume 1,Computing,Square Enix,27.79,dataset/Computing/0000394.jpg
Agile Project Management with Scrum,Computing,Ken Schwaber,24.28,dataset/Computing/0000395.jpg
UML Distilled,Computing,Martin Fowler,35.9,dataset/Computing/0000396.jpg
The Functional Art,Computing,Alberto Cairo,27.86,dataset/Computing/0000397.jpg
Directing the Story,Computing,Francis Glebas,37.21,dataset/Computing/0000398.jpg
PRINCE2 Agile,Computing,AXELOS,105.83,dataset/Computing/0000399.jpg
The Art Of R Programming,Computing,Norman Matloff,30.35,dataset/Computing/0000400.jpg
Burn Your Portfolio,Computing,Michael Janda,30.84,dataset/Computing/0000401.jpg
Visualize This,Computing,Nathan Yau,27.45,dataset/Computing/0000402.jpg
Ultimate History Video Games,Computing,Steven Kent,20.7,dataset/Computing/0000403.jpg
Modding Minecraft,Computing,Sarah Guthals,7.22,dataset/Computing/0000404.jpg
344 Questions,Computing,Stefan G. Bucher,20.26,dataset/Computing/0000405.jpg
Penetration Testing,Computing,Georgia Weidman,34.7,dataset/Computing/0000406.jpg
Picture Perfect Practice,Computing,Roberto Valenzuela,32.21,dataset/Computing/0000407.jpg
"Eloquent Javascript, 2nd Ed.",Computing,Marijn Haverbeke,35.62,dataset/Computing/0000408.jpg
Effective Python,Computing,Brett Slatkin,24.49,dataset/Computing/0000409.jpg
How to Write a Better Thesis,Computing,David Evans,51.37,dataset/Computing/0000410.jpg
Timing for Animation,Computing,John Halas,32.04,dataset/Computing/0000411.jpg
Adobe InDesign CS6 Classroom in a Book,Computing,Adobe Creative Team,24.85,dataset/Computing/0000412.jpg
Masters of Doom,Computing,David Kushner,15.5,dataset/Computing/0000413.jpg
The Art of Deus Ex Universe,Computing,Paul Davies,29.97,dataset/Computing/0000414.jpg
"CISSP All-in-One Exam Guide, Seventh Edition",Computing,Shon Harris,64.16,dataset/Computing/0000415.jpg
The Art Of Fire Emblem,Computing,Various,50.5,dataset/Computing/0000416.jpg
The Lego Mindstorms Ev3 Laboratory,Computing,Daniele Benedettelli,29.92,dataset/Computing/0000417.jpg
OCA: Oracle Certified Associate Java SE 8 Programmer I Study Guide,Computing,Jeanne Boyarsky,34.01,dataset/Computing/0000418.jpg
Head First JavaScript Programming,Computing,Eric Freeman,36.85,dataset/Computing/0000419.jpg
Football Manager Stole My Life,Computing,Iain Macintosh,14.76,dataset/Computing/0000420.jpg
The Hidden Power of F*cking Up,Computing,The Try Guys,18.89,dataset/Computing/0000421.jpg
Configuring Windows (R) 7 (Corrected Reprint Edition),Computing,Ian McLean,37.14,dataset/Computing/0000422.jpg
The Inmates Are Running the Asylum,Computing,Alan Cooper,25.3,dataset/Computing/0000423.jpg
The Art of Dead Space,Computing,Martin Robinson,23.38,dataset/Computing/0000424.jpg
A Project Guide to UX Design,Computing,Russ Unger,35.13,dataset/Computing/0000425.jpg
Excel 2010 All-in-One For Dummies,Computing,Greg Harvey,24.93,dataset/Computing/0000426.jpg
The Dark Net,Computing,Jamie Bartlett,10.85,dataset/Computing/0000427.jpg
Metasploit,Computing,Jr.  David Kennedy,30.63,dataset/Computing/0000428.jpg
Hackers,Computing,Steven Levy,19.61,dataset/Computing/0000429.jpg
Programming Python,Computing,Mark Lutz,62.14,dataset/Computing/0000430.jpg
Dreams Come to Life,Computing,Adrienne Kress,7.1,dataset/Computing/0000431.jpg
Red Dead Redemption 2,Computing,Piggyback,25.32,dataset/Computing/0000432.jpg
The Internet of Money Volume Two,Computing,Andreas M Antonopoulos,10.74,dataset/Computing/0000433.jpg
Passing your ITIL foundation exam,Computing,Christian F. Nissen,27.39,dataset/Computing/0000434.jpg
The Best of The Digital Photography Book Series,Computing,Scott Kelby,17.27,dataset/Computing/0000435.jpg
Alan Turing: The Enigma,Computing,Andrew Hodges,16.15,dataset/Computing/0000436.jpg
Extreme Programming Explained,Computing,Kent Beck,27.7,dataset/Computing/0000437.jpg
Internet Address Password Log Black,Computing,Peter Pauper Press,7.46,dataset/Computing/0000438.jpg
Hacker's Delight,Computing,Henry S. Warren,38.28,dataset/Computing/0000439.jpg
The Pokemon Sun & Pokemon Moon,Computing,,23.88,dataset/Computing/0000440.jpg
"Cooking for Geeks, 2e",Computing,Jeff Potter,29.37,dataset/Computing/0000441.jpg
The C++ Programming Language,Computing,Bjarne Stroustrup,66.19,dataset/Computing/0000442.jpg
