name,category,author,price,img_paths
The Three R's,Teaching-Resources-Education,Ruth Beechick,10.45,dataset/Teaching-Resources-Education/0000645.jpg
5 Steps to a 5: AP Human Geography 2020,Teaching-Resources-Education,Carol Ann Gillespie,18.25,dataset/Teaching-Resources-Education/0000646.jpg
Cambridge Checkpoint Science Coursebook 8,Teaching-Resources-Education,Mary Jones,27.09,dataset/Teaching-Resources-Education/0000647.jpg
A Handbook for the Art and Science of Teaching,Teaching-Resources-Education,Dr Robert J Marzano,20.93,dataset/Teaching-Resources-Education/0000648.jpg
Rest,Teaching-Resources-Education,Alex Soojung-Kim Pang,19.90,dataset/Teaching-Resources-Education/0000649.jpg
Guide to Getting it on,Teaching-Resources-Education,Paul  Psy.D Joannides,19.05,dataset/Teaching-Resources-Education/0000650.jpg
Circle Solutions for Student Wellbeing,Teaching-Resources-Education,Sue Roffey,29.94,dataset/Teaching-Resources-Education/0000651.jpg
An Observation Survey of Early Literacy Achievement,Teaching-Resources-Education,Marie M. Clay,30.01,dataset/Teaching-Resources-Education/0000652.jpg
Reflective Practice in Supervision,Teaching-Resources-Education,Daphne Hewson,23.00,dataset/Teaching-Resources-Education/0000653.jpg
How to Talk so Kids can Learn at Home and at School,Teaching-Resources-Education,Adele Faber,13.92,dataset/Teaching-Resources-Education/0000654.jpg
Mindshift,Teaching-Resources-Education,Barbara Oakley,13.82,dataset/Teaching-Resources-Education/0000655.jpg
Understanding by Design,Teaching-Resources-Education,Grant P. Wiggins,31.05,dataset/Teaching-Resources-Education/0000656.jpg
Painting With Children,Teaching-Resources-Education,Brunhild Müller,8.19,dataset/Teaching-Resources-Education/0000657.jpg
Are You Smart Enough to Work at Google?,Teaching-Resources-Education,William Poundstone,9.02,dataset/Teaching-Resources-Education/0000658.jpg
Pedagogy of the Oppressed,Teaching-Resources-Education,Paulo Freire,25.09,dataset/Teaching-Resources-Education/0000659.jpg
Reading in the Wild,Teaching-Resources-Education,Donalyn Miller,16.00,dataset/Teaching-Resources-Education/0000660.jpg
My Book Of Pasting - Us Edition,Teaching-Resources-Education,Kumon,8.01,dataset/Teaching-Resources-Education/0000661.jpg
Bond 11+: English: Comprehension Papers,Teaching-Resources-Education,Michellejoy Hughes,9.34,dataset/Teaching-Resources-Education/0000662.jpg
The Rhyme Bible Storybook,Teaching-Resources-Education,L. J. Sattgast,14.38,dataset/Teaching-Resources-Education/0000663.jpg
Weapons of Mass Instruction,Teaching-Resources-Education,John Taylor Gatto,18.15,dataset/Teaching-Resources-Education/0000664.jpg
ESL Classroom Activities for Teens and Adults,Teaching-Resources-Education,Shelley Ann Vernon,21.93,dataset/Teaching-Resources-Education/0000665.jpg
Scouting for Boys,Teaching-Resources-Education,Robert Baden-Powell,8.69,dataset/Teaching-Resources-Education/0000666.jpg
Sensory Circuits,Teaching-Resources-Education,Jane Horwood,14.99,dataset/Teaching-Resources-Education/0000667.jpg
Inside the Black Box: v. 1,Teaching-Resources-Education,Dylan Wiliam,8.28,dataset/Teaching-Resources-Education/0000668.jpg
25 Super Cool Math Board Games,Teaching-Resources-Education,Lorraine Hopping Egan,13.42,dataset/Teaching-Resources-Education/0000669.jpg
An Introductory Guide to Aromatherapy,Teaching-Resources-Education,Louise Tucker,22.83,dataset/Teaching-Resources-Education/0000670.jpg
Reading for Life,Teaching-Resources-Education,Lyn Stone,20.84,dataset/Teaching-Resources-Education/0000671.jpg
Despicable Me 2: Meet the Minions,Teaching-Resources-Education,Lucy Rosen,4.22,dataset/Teaching-Resources-Education/0000672.jpg
Bridge at a Glance,Teaching-Resources-Education,Audrey Grant,7.88,dataset/Teaching-Resources-Education/0000673.jpg
Art Lab for Little Kids,Teaching-Resources-Education,Susan Schwake,15.81,dataset/Teaching-Resources-Education/0000674.jpg
Talk for Writing Across the Curriculum: How to Teach Non-fiction Writing to 5-12 Year-Olds,Teaching-Resources-Education,Pie Corbett,43.97,dataset/Teaching-Resources-Education/0000675.jpg
My Autism Book,Teaching-Resources-Education,Gloria Dura-Vila,13.83,dataset/Teaching-Resources-Education/0000676.jpg
Educational Psychology for Learning and Teaching,Teaching-Resources-Education,Anne McMaugh,113.59,dataset/Teaching-Resources-Education/0000677.jpg
"Handbook of Art Therapy, Second Edition",Teaching-Resources-Education,Cathy A. Malchiodi,58.09,dataset/Teaching-Resources-Education/0000678.jpg
Collective Efficacy,Teaching-Resources-Education,Jenni Anne Marie Donohoo,24.35,dataset/Teaching-Resources-Education/0000679.jpg
Stocks for the Long Run 5/E: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies,Teaching-Resources-Education,Jeremy J. Siegel,23.56,dataset/Teaching-Resources-Education/0000680.jpg
The Highly Engaged Classroom,Teaching-Resources-Education,Dr Robert J Marzano,19.80,dataset/Teaching-Resources-Education/0000681.jpg
Research Methods in Early Childhood,Teaching-Resources-Education,Penny Mukherji,32.70,dataset/Teaching-Resources-Education/0000682.jpg
Soda Pop Head,Teaching-Resources-Education,Julia Cook,8.09,dataset/Teaching-Resources-Education/0000683.jpg
"Math Practice, Grade 4",Teaching-Resources-Education,Singapore Asian Publishers,9.32,dataset/Teaching-Resources-Education/0000684.jpg
"Level 3 Diploma Supporting teaching and learning in schools, Primary, Candidate Handbook",Teaching-Resources-Education,Louise Burnham,45.06,dataset/Teaching-Resources-Education/0000685.jpg
From Birth to Five Years: Practical Developmental Examination,Teaching-Resources-Education,Ajay Sharma,25.56,dataset/Teaching-Resources-Education/0000686.jpg
Maths Ages 3-5: New Edition,Teaching-Resources-Education,Collins Easy Learning,4.84,dataset/Teaching-Resources-Education/0000687.jpg
"Math Practice, Grade 3",Teaching-Resources-Education,Singapore Asian Publishers,10.69,dataset/Teaching-Resources-Education/0000688.jpg
Word Nerds,Teaching-Resources-Education,Leslie Montgomery,29.05,dataset/Teaching-Resources-Education/0000689.jpg
The Chambers Dictionary (13th Edition),Teaching-Resources-Education,Chambers,57.63,dataset/Teaching-Resources-Education/0000690.jpg
Score Higher on the UCAT,Teaching-Resources-Education,Kaplan Test Prep,20.84,dataset/Teaching-Resources-Education/0000691.jpg
Cambridge Latin Course Book 5 Student's Book,Teaching-Resources-Education,Cambridge School Classics Project,28.29,dataset/Teaching-Resources-Education/0000692.jpg
Teaching Language in Context,Teaching-Resources-Education,Beverly Derewianka,43.02,dataset/Teaching-Resources-Education/0000693.jpg
First Little Readers Parent Pack: Guided Reading Level D,Teaching-Resources-Education,Liza Charlesworth,15.94,dataset/Teaching-Resources-Education/0000694.jpg
101 Drama Games for Children,Teaching-Resources-Education,Paul Rooyackers,15.06,dataset/Teaching-Resources-Education/0000695.jpg
Decolonizing Research,Teaching-Resources-Education,Professor Linda Tuhiwai Smith,21.10,dataset/Teaching-Resources-Education/0000696.jpg
BBC ITALIAN PHRASE BOOK & DICTIONARY,Teaching-Resources-Education,Carol Stanley,5.22,dataset/Teaching-Resources-Education/0000697.jpg
Edexcel International GCSE Biology Workbook,Teaching-Resources-Education,Erica Larkcom,7.78,dataset/Teaching-Resources-Education/0000698.jpg
"Scholastic Success with Writing, Grade 5",Teaching-Resources-Education,Scholastic,6.37,dataset/Teaching-Resources-Education/0000699.jpg
"How Children Learn, 50th anniversary edition",Teaching-Resources-Education,John Holt,14.64,dataset/Teaching-Resources-Education/0000700.jpg
The Tyranny of Metrics,Teaching-Resources-Education,Jerry Z. Muller,20.66,dataset/Teaching-Resources-Education/0000701.jpg
How Children Fail,Teaching-Resources-Education,John Holt,13.12,dataset/Teaching-Resources-Education/0000702.jpg
Disobedient Teaching,Teaching-Resources-Education,Welby Ings,21.88,dataset/Teaching-Resources-Education/0000703.jpg
Talkabout for Children 2,Teaching-Resources-Education,Alex Kelly,54.20,dataset/Teaching-Resources-Education/0000704.jpg
Dyslexia is My Superpower (Most of the Time),Teaching-Resources-Education,Margaret Rooke,15.76,dataset/Teaching-Resources-Education/0000705.jpg
How to Speak Money,Teaching-Resources-Education,John Lanchester,9.80,dataset/Teaching-Resources-Education/0000706.jpg
Study of Man,Teaching-Resources-Education,Rudolf Steiner,13.16,dataset/Teaching-Resources-Education/0000707.jpg
Make Just One Change,Teaching-Resources-Education,Dan Rothstein,28.37,dataset/Teaching-Resources-Education/0000708.jpg
Flip Your Classroom,Teaching-Resources-Education,Jonathan Bergmann,16.38,dataset/Teaching-Resources-Education/0000709.jpg
The Impact Cycle,Teaching-Resources-Education,Jim Knight,35.36,dataset/Teaching-Resources-Education/0000710.jpg
Fast and Effective Assessment,Teaching-Resources-Education,Glen Pearsall,25.21,dataset/Teaching-Resources-Education/0000711.jpg
Dirty Teaching,Teaching-Resources-Education,Juliet Robertson,23.87,dataset/Teaching-Resources-Education/0000712.jpg
Aula Internacional,Teaching-Resources-Education,Jaime Corpas,36.83,dataset/Teaching-Resources-Education/0000713.jpg
Getting the Little Blighters to Eat,Teaching-Resources-Education,Claire Potter,7.74,dataset/Teaching-Resources-Education/0000714.jpg
Level 2 Certificate Supporting Teaching and Learning in Schools Candidate Handbook,Teaching-Resources-Education,Louise Burnham,41.72,dataset/Teaching-Resources-Education/0000715.jpg
Design for How People Learn,Teaching-Resources-Education,Julie Dirksen,27.60,dataset/Teaching-Resources-Education/0000716.jpg
Oxford IB Diploma Programme: Geography Course Companion,Teaching-Resources-Education,Garrett Nagle,87.86,dataset/Teaching-Resources-Education/0000717.jpg
How to Teach Your Children Shakespeare,Teaching-Resources-Education,Ken Ludwig,12.38,dataset/Teaching-Resources-Education/0000718.jpg
Leading Collaborative Learning,Teaching-Resources-Education,Lyn D. Sharratt,29.07,dataset/Teaching-Resources-Education/0000719.jpg
Skills for Success,Teaching-Resources-Education,Stella Cottrell,21.17,dataset/Teaching-Resources-Education/0000720.jpg
Cambridge Latin Course 1 Student Study Book,Teaching-Resources-Education,Cambridge School Classics Project,16.72,dataset/Teaching-Resources-Education/0000721.jpg
Attachment Across the Lifecourse,Teaching-Resources-Education,David Howe,26.33,dataset/Teaching-Resources-Education/0000722.jpg
World Class Learners,Teaching-Resources-Education,Yong Zhao,32.91,dataset/Teaching-Resources-Education/0000723.jpg
Songames for Sensory Processing,Teaching-Resources-Education,Aubrey Lande,20.02,dataset/Teaching-Resources-Education/0000724.jpg
Please and Thank You: A Pirate Pete and Princess Polly book,Teaching-Resources-Education,Amanda Li,8.84,dataset/Teaching-Resources-Education/0000725.jpg
Tell Me A Story,Teaching-Resources-Education,Deborah Grieder,20.71,dataset/Teaching-Resources-Education/0000726.jpg
Get into Medical School - 1000 UKCAT Practice Questions. Include Full Mock Exam,Teaching-Resources-Education,Olivier Picard,25.26,dataset/Teaching-Resources-Education/0000727.jpg
Economics for the IB Diploma Revision Guide,Teaching-Resources-Education,Paul Hoang,26.43,dataset/Teaching-Resources-Education/0000728.jpg
The Classroom Management Secret,Teaching-Resources-Education,Michael Linsin,16.12,dataset/Teaching-Resources-Education/0000729.jpg
But It's Just a Game,Teaching-Resources-Education,Julia Cook,8.64,dataset/Teaching-Resources-Education/0000730.jpg
The Truth about Teaching,Teaching-Resources-Education,Greg Ashman,21.72,dataset/Teaching-Resources-Education/0000731.jpg
Bully-Proof Kids,Teaching-Resources-Education,Stella O'Malley,14.35,dataset/Teaching-Resources-Education/0000732.jpg
A Therapist's Guide to Child Development,Teaching-Resources-Education,Dee C. Ray,39.08,dataset/Teaching-Resources-Education/0000733.jpg
The Well-Trained Mind,Teaching-Resources-Education,Susan Wise Bauer,26.47,dataset/Teaching-Resources-Education/0000734.jpg
Edexcel International GCSE Biology Student Book Second Edition,Teaching-Resources-Education,Erica Larkcom,32.14,dataset/Teaching-Resources-Education/0000735.jpg
An A-Z Collection of Behaviour Tales,Teaching-Resources-Education,Susan Perrow,15.48,dataset/Teaching-Resources-Education/0000736.jpg
Geronimo Stilton: #28 Wedding Crasher,Teaching-Resources-Education,Geronimo Stilton,7.28,dataset/Teaching-Resources-Education/0000737.jpg
All My Stripes,Teaching-Resources-Education,Shaina Rudolph,9.06,dataset/Teaching-Resources-Education/0000738.jpg
Montessori Today,Teaching-Resources-Education,Paula Polk Lillard,13.05,dataset/Teaching-Resources-Education/0000739.jpg
DNA (School Edition),Teaching-Resources-Education,Dennis Kelly,9.35,dataset/Teaching-Resources-Education/0000740.jpg
What Smart Students Know,Teaching-Resources-Education,Adam Robinson,15.13,dataset/Teaching-Resources-Education/0000741.jpg
Grammar Tales - Terrific Tales That Make Rules Stick,Teaching-Resources-Education,Fleming & McCort Mart Chanko,37.30,dataset/Teaching-Resources-Education/0000742.jpg
Mathematical Methods for Physics and Engineering,Teaching-Resources-Education,K. F. Riley,62.59,dataset/Teaching-Resources-Education/0000743.jpg
The Understanding by Design Guide to Creating High-Quality Units,Teaching-Resources-Education,Grant Wiggins,22.39,dataset/Teaching-Resources-Education/0000744.jpg
Studio D,Teaching-Resources-Education,Hermann Funk,30.80,dataset/Teaching-Resources-Education/0000745.jpg
English for Everyone Practice Book Level 1 Beginner,Teaching-Resources-Education,DK,12.24,dataset/Teaching-Resources-Education/0000746.jpg
"Math Practice, Grade 2",Teaching-Resources-Education,Singapore Asian Publishers,10.84,dataset/Teaching-Resources-Education/0000747.jpg
The Day the Sea Went Out and Never Came Back,Teaching-Resources-Education,Margot Sunderland,15.62,dataset/Teaching-Resources-Education/0000748.jpg
Chemistry for the IB Diploma Coursebook,Teaching-Resources-Education,Steve Owen,57.45,dataset/Teaching-Resources-Education/0000749.jpg
Jolly Phonics Picture Flash Cards,Teaching-Resources-Education,Sara Wernham,16.66,dataset/Teaching-Resources-Education/0000750.jpg
Guiding Readers and Writers,Teaching-Resources-Education,Irene C. Fountas,47.31,dataset/Teaching-Resources-Education/0000751.jpg
Understanding the Te Whariki Approach,Teaching-Resources-Education,Wendy Lee,36.74,dataset/Teaching-Resources-Education/0000752.jpg
Anger Management Games for Children,Teaching-Resources-Education,Deborah Plummer,20.52,dataset/Teaching-Resources-Education/0000753.jpg
Teenagers and Attachment,Teaching-Resources-Education,Dan Hughes,28.82,dataset/Teaching-Resources-Education/0000754.jpg
"Math Practice, Grade 5",Teaching-Resources-Education,Singapore Asian Publishers,9.32,dataset/Teaching-Resources-Education/0000755.jpg
Teacher Record Book,Teaching-Resources-Education,Teacher Created Resources,6.32,dataset/Teaching-Resources-Education/0000756.jpg
"Grammar, Grade 5",Teaching-Resources-Education,Scholastic,6.14,dataset/Teaching-Resources-Education/0000757.jpg
The Unschooling Handbook,Teaching-Resources-Education,Mary Griffith,12.60,dataset/Teaching-Resources-Education/0000758.jpg
Leading and Managing a Differentiated Classroom,Teaching-Resources-Education,Dr Carol Ann Tomlinson,17.66,dataset/Teaching-Resources-Education/0000759.jpg
Blast Off to Reading! 50 Orton-Gillingham Based Lessons for Struggling Readers and Those with Dyslexia,Teaching-Resources-Education,Cheryl Orlassino,31.22,dataset/Teaching-Resources-Education/0000760.jpg
"Fountas & Pinnell Literacy Continuum, Expanded Edition",Teaching-Resources-Education,C.  Irene Fountas,91.84,dataset/Teaching-Resources-Education/0000761.jpg
The Closing of the American Mind,Teaching-Resources-Education,Allan Bloom,14.59,dataset/Teaching-Resources-Education/0000762.jpg
Transitioning to Concept-Based Curriculum and Instruction,Teaching-Resources-Education,H. Lynn Erickson,28.47,dataset/Teaching-Resources-Education/0000763.jpg
Unjournaling,Teaching-Resources-Education,Dawn DiPrince,17.02,dataset/Teaching-Resources-Education/0000764.jpg
Studio 21,Teaching-Resources-Education,Hermann Funk,37.78,dataset/Teaching-Resources-Education/0000765.jpg
The Complete Writer,Teaching-Resources-Education,Susan Wise Bauer,26.48,dataset/Teaching-Resources-Education/0000766.jpg
Jolly Phonics Wall Frieze,Teaching-Resources-Education,Jolly Learning,14.13,dataset/Teaching-Resources-Education/0000767.jpg
"The Big Book of Makerspace Projects: Inspiring Makers to Experiment, Create, and Learn",Teaching-Resources-Education,Colleen Graves,16.15,dataset/Teaching-Resources-Education/0000768.jpg
Reading and Rhyme Ages 3-5: New Edition,Teaching-Resources-Education,Collins Easy Learning,3.89,dataset/Teaching-Resources-Education/0000769.jpg
Some Kids I Taught and What They Taught Me,Teaching-Resources-Education,Kate Clanchy,14.99,dataset/Teaching-Resources-Education/0000770.jpg
Understanding Attention Deficit Disorder,Teaching-Resources-Education,Christopher Green,15.93,dataset/Teaching-Resources-Education/0000771.jpg
Concept-Based Inquiry in Action,Teaching-Resources-Education,Carla Marschall,28.57,dataset/Teaching-Resources-Education/0000772.jpg
Effective Teaching Strategies: Lessons from Research and Practice,Teaching-Resources-Education,Roy Killen,63.03,dataset/Teaching-Resources-Education/0000773.jpg
Wonderful Life With The Elements,Teaching-Resources-Education,Bunpei Yorifuji,14.46,dataset/Teaching-Resources-Education/0000774.jpg
Fundamentals of Musculoskeletal Assessment Techniques,Teaching-Resources-Education,M.Lynn Palmer,74.85,dataset/Teaching-Resources-Education/0000775.jpg
An Exceptional Children's Guide to Touch,Teaching-Resources-Education,McKinley Hunter Manasco,16.10,dataset/Teaching-Resources-Education/0000776.jpg
Helping Skills,Teaching-Resources-Education,Clara E. Hill,73.39,dataset/Teaching-Resources-Education/0000777.jpg
Understanding by Design,Teaching-Resources-Education,Grant P. Wiggins,26.08,dataset/Teaching-Resources-Education/0000778.jpg
Research Methods in Education,Teaching-Resources-Education,Louis Cohen,53.27,dataset/Teaching-Resources-Education/0000779.jpg
The Study Skills Handbook,Teaching-Resources-Education,Stella Cottrell,21.15,dataset/Teaching-Resources-Education/0000780.jpg
Social Skills Activities for Special Children,Teaching-Resources-Education,Darlene Mannix,24.15,dataset/Teaching-Resources-Education/0000781.jpg
An Introduction to Irish Company Law,Teaching-Resources-Education,Grainne Callanan,67.62,dataset/Teaching-Resources-Education/0000782.jpg
A Student's Introduction to English Grammar,Teaching-Resources-Education,Rodney D. Huddleston,34.36,dataset/Teaching-Resources-Education/0000783.jpg
10 Week-By-Week Sight Word Packets,Teaching-Resources-Education,Lisa McKeon,13.26,dataset/Teaching-Resources-Education/0000784.jpg
Air & Light & Time & Space,Teaching-Resources-Education,Helen Sword,20.55,dataset/Teaching-Resources-Education/0000785.jpg
OCA / OCP Java SE 8 Programmer Certification Kit,Teaching-Resources-Education,Jeanne Boyarsky,57.60,dataset/Teaching-Resources-Education/0000786.jpg
"70 Must-Know Word Problems, Grades 1 - 2",Teaching-Resources-Education,Singapore Asian Publishers,10.33,dataset/Teaching-Resources-Education/0000787.jpg
I Love Dirt,Teaching-Resources-Education,Jennifer Ward,13.99,dataset/Teaching-Resources-Education/0000788.jpg
Personal Well-Being Lessons for Secondary Schools: Positive psychology in action for 11 to 14 year olds,Teaching-Resources-Education,Dr. Ilona Boniwell,38.78,dataset/Teaching-Resources-Education/0000789.jpg
Winners Don't Whine and Whiners Don't Win,Teaching-Resources-Education,Julia Cook,8.58,dataset/Teaching-Resources-Education/0000790.jpg
"King Henry IV, Part 1",Teaching-Resources-Education,William Shakespeare,12.02,dataset/Teaching-Resources-Education/0000791.jpg
Teacher's Planner (Lesson Planner),Teaching-Resources-Education,Peter Pauper Press Inc,13.37,dataset/Teaching-Resources-Education/0000792.jpg
The Complete Book of Sight Words,Teaching-Resources-Education,Shannon Keeley,21.02,dataset/Teaching-Resources-Education/0000793.jpg
Glow Kids,Teaching-Resources-Education,Nicholas Kardaras,14.83,dataset/Teaching-Resources-Education/0000794.jpg
See IT And Say IT in Spanish,Teaching-Resources-Education,Margarita Madrigal,6.56,dataset/Teaching-Resources-Education/0000795.jpg
Ability Development from Age Zero,Teaching-Resources-Education,Shinichi Suzuki,11.52,dataset/Teaching-Resources-Education/0000796.jpg
Botany,Teaching-Resources-Education,Charles Kovacs,9.74,dataset/Teaching-Resources-Education/0000797.jpg
Data Wise,Teaching-Resources-Education,Kathryn Parker Boudett,30.01,dataset/Teaching-Resources-Education/0000798.jpg
Who Moved My Cheese?,Teaching-Resources-Education,Spencer Johnson,16.00,dataset/Teaching-Resources-Education/0000799.jpg
Focus On Reducing And Calculating Fractions,Teaching-Resources-Education,Kumon Publishing,6.35,dataset/Teaching-Resources-Education/0000800.jpg
A Course in Phonetics,Teaching-Resources-Education,Peter Ladefoged,58.40,dataset/Teaching-Resources-Education/0000801.jpg
Traits of Writing: The Complete Guide for Middle School,Teaching-Resources-Education,Ruth Culham,23.39,dataset/Teaching-Resources-Education/0000802.jpg
Reflective Supervision Toolkit,Teaching-Resources-Education,Daphne Hewson,11.31,dataset/Teaching-Resources-Education/0000803.jpg
Evidence-Based Teaching A Practical Approach,Teaching-Resources-Education,Geoff Petty,43.63,dataset/Teaching-Resources-Education/0000804.jpg
Drama Games for Those Who Like to Say No,Teaching-Resources-Education,Chris Johnston,10.92,dataset/Teaching-Resources-Education/0000805.jpg
How to Be a High School Superstar,Teaching-Resources-Education,Cal Newport,12.70,dataset/Teaching-Resources-Education/0000806.jpg
SCJP Sun Certified Programmer for Java 6 Study Guide,Teaching-Resources-Education,Kathy Sierra,32.33,dataset/Teaching-Resources-Education/0000807.jpg
When I Care About Others,Teaching-Resources-Education,Cornelia Spelman,6.69,dataset/Teaching-Resources-Education/0000808.jpg
Pigeon Finds a Hot Dog!,Teaching-Resources-Education,Mo Willems,16.01,dataset/Teaching-Resources-Education/0000809.jpg
Pocket Guide to APA Style,Teaching-Resources-Education,Robert Perrin,27.01,dataset/Teaching-Resources-Education/0000810.jpg
Spencerian Penmanship Theory Bk,Teaching-Resources-Education,Mott Media,5.15,dataset/Teaching-Resources-Education/0000811.jpg
My Book Of Rhyming Words: Long Vowels,Teaching-Resources-Education,Kumon Publishing,9.01,dataset/Teaching-Resources-Education/0000812.jpg
Working in the Reggio Way,Teaching-Resources-Education,Julianne Wurm,21.24,dataset/Teaching-Resources-Education/0000813.jpg
Cambridge IGCSE and O Level Business Studies 5th edition,Teaching-Resources-Education,Karen Borrington,33.47,dataset/Teaching-Resources-Education/0000814.jpg
The Manga Guide To Physics,Teaching-Resources-Education,Hideo Nitta,18.38,dataset/Teaching-Resources-Education/0000815.jpg
Talkabout for Children 1,Teaching-Resources-Education,Alex Kelly,44.92,dataset/Teaching-Resources-Education/0000816.jpg
Essential Questions,Teaching-Resources-Education,Jay McTighe,16.11,dataset/Teaching-Resources-Education/0000817.jpg
What's Happening to Ellie?,Teaching-Resources-Education,Kate E. Reynolds,11.55,dataset/Teaching-Resources-Education/0000818.jpg
The Mindfulness Prescription For Adult Adhd,Teaching-Resources-Education,Lidia Zylowska,16.65,dataset/Teaching-Resources-Education/0000819.jpg
Lots of Feelings,Teaching-Resources-Education,Shelley Rotner,7.65,dataset/Teaching-Resources-Education/0000820.jpg
Quality Circle Time in the Primary Classroom,Teaching-Resources-Education,Jenny Mosley,20.46,dataset/Teaching-Resources-Education/0000821.jpg
Dumbing Us Down,Teaching-Resources-Education,John Taylor Gatto,12.84,dataset/Teaching-Resources-Education/0000822.jpg
Closing the Vocabulary Gap,Teaching-Resources-Education,Alex Quigley,22.77,dataset/Teaching-Resources-Education/0000823.jpg
"""The ""Caucasian Chalk Circle""",Teaching-Resources-Education,Bertolt Brecht,13.16,dataset/Teaching-Resources-Education/0000824.jpg
Comic-Strip Math: Problem Solving,Teaching-Resources-Education,Dan Greenberg,12.26,dataset/Teaching-Resources-Education/0000825.jpg
Matilda,Teaching-Resources-Education,Roald Dahl,7.89,dataset/Teaching-Resources-Education/0000826.jpg
French-English Bilingual Visual Dictionary,Teaching-Resources-Education,DK,11.35,dataset/Teaching-Resources-Education/0000827.jpg
Basic Skills Checklists,Teaching-Resources-Education,Marlene Breitenbach,16.65,dataset/Teaching-Resources-Education/0000828.jpg
Masterminds & Wingmen,Teaching-Resources-Education,Rosalind Wiseman,13.78,dataset/Teaching-Resources-Education/0000829.jpg
What Jane Austen Ate and Charles Dickens Knew,Teaching-Resources-Education,Daniel Pool,11.85,dataset/Teaching-Resources-Education/0000830.jpg
The Gift of Dyslexia,Teaching-Resources-Education,Ronald D. Davis,13.99,dataset/Teaching-Resources-Education/0000831.jpg
Executive Function Dysfunction - Strategies for Educators and Parents,Teaching-Resources-Education,Rebecca A. Moyes,15.90,dataset/Teaching-Resources-Education/0000832.jpg
Qualitative Data Analysis,Teaching-Resources-Education,Matthew B. Miles,90.59,dataset/Teaching-Resources-Education/0000833.jpg
Commonsense Methods for Children with Special Educational Needs,Teaching-Resources-Education,Peter Westwood,42.55,dataset/Teaching-Resources-Education/0000834.jpg
The Unwritten Rules of PhD Research,Teaching-Resources-Education,Marian Petre,31.13,dataset/Teaching-Resources-Education/0000835.jpg
Educational Research,Teaching-Resources-Education,John O'Toole,48.15,dataset/Teaching-Resources-Education/0000836.jpg
Towards a Philosophy of Photography,Teaching-Resources-Education,Vilem Flusser,12.95,dataset/Teaching-Resources-Education/0000837.jpg
Creative Interventions for Troubled Children and Youth,Teaching-Resources-Education,Liana Lowenstein,20.19,dataset/Teaching-Resources-Education/0000838.jpg
Be Different,Teaching-Resources-Education,John Elder Robison,13.09,dataset/Teaching-Resources-Education/0000839.jpg
Lean in for Graduates,Teaching-Resources-Education,Sheryl Sandberg,18.34,dataset/Teaching-Resources-Education/0000840.jpg
"The Leader in Me: How Schools Around the World Are Inspiring Greatness, One Child at a Time",Teaching-Resources-Education,Stephen R. Covey,15.11,dataset/Teaching-Resources-Education/0000841.jpg
Bond 11+: Maths: Assessment Papers,Teaching-Resources-Education,J. M. Bond,9.62,dataset/Teaching-Resources-Education/0000842.jpg
Cambridge IGCSE (R) Physics Workbook,Teaching-Resources-Education,David Sang,15.40,dataset/Teaching-Resources-Education/0000843.jpg
Norse Mythology,Teaching-Resources-Education,Charles Kovacs,10.37,dataset/Teaching-Resources-Education/0000844.jpg
How to Manage Children's Challenging Behaviour,Teaching-Resources-Education,Bill Rogers,30.66,dataset/Teaching-Resources-Education/0000845.jpg
GMAT Official Guide 2020,Teaching-Resources-Education,Graduate Management Admission Council (GMAC),28.59,dataset/Teaching-Resources-Education/0000846.jpg
Speech to Print,Teaching-Resources-Education,Louisa Cook Moats,36.95,dataset/Teaching-Resources-Education/0000847.jpg
Practise Your Spelling Skills 4,Teaching-Resources-Education,John Rose,14.43,dataset/Teaching-Resources-Education/0000848.jpg
Economics for the IB Diploma Paper 3 Workbook,Teaching-Resources-Education,Paul Hoang,16.11,dataset/Teaching-Resources-Education/0000849.jpg
Instructional Coaching,Teaching-Resources-Education,Jim Knight,35.70,dataset/Teaching-Resources-Education/0000850.jpg
Complete Advanced Student's Book with Answers with CD-ROM,Teaching-Resources-Education,Guy Brook-Hart,36.99,dataset/Teaching-Resources-Education/0000851.jpg
The Millionaire Messenger,Teaching-Resources-Education,Brendon Burchard,12.92,dataset/Teaching-Resources-Education/0000852.jpg
How to Teach Suzuki Piano,Teaching-Resources-Education,Shinichi Suzuki,5.64,dataset/Teaching-Resources-Education/0000853.jpg
My Book Of Mazes: Things That Go!,Teaching-Resources-Education,Eno Sarris,9.38,dataset/Teaching-Resources-Education/0000854.jpg
Science and Practice of Strength Training,Teaching-Resources-Education,Vladimir M. Zatsiorsky,67.85,dataset/Teaching-Resources-Education/0000855.jpg
The Story of the World: History for the Classical Child,Teaching-Resources-Education,Jim Weiss,28.50,dataset/Teaching-Resources-Education/0000856.jpg
"Vocabulary Cartoons II, SAT Word Power",Teaching-Resources-Education,Sam Burchers,12.69,dataset/Teaching-Resources-Education/0000857.jpg
Basic Montessori,Teaching-Resources-Education,D. Gettman,14.17,dataset/Teaching-Resources-Education/0000858.jpg
Super Minds Level 5 Student's Book with DVD-ROM,Teaching-Resources-Education,Herbert Puchta,18.53,dataset/Teaching-Resources-Education/0000859.jpg
Numbers 1-30 Write & Wipe Flash Cards,Teaching-Resources-Education,Kumon Publishing,10.58,dataset/Teaching-Resources-Education/0000860.jpg
